model,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std
LinearRegression,26.73970085856743,7.5652430267059385,48.9453224967378,7.23822348014387,0.5087804891449981,0.1161694151200716
RandomForest,21.818543146434273,2.1214461556427846,44.97557758630657,3.174211576065617,0.586339125202435,0.041165320572673934
SVR,27.99496334578323,6.791945763253688,50.45700148333616,10.917473452739303,0.46986149207849576,0.21326831135405755
kNN,37.14081352455875,5.00622657878026,63.28060669598415,4.184161837055489,0.18348146495678702,0.033576443350275285
